user_id	venue_id	type	utc
67859	4dc2e01ffa7608e86fe4269f	American Restaurant	Fri Apr 27 14:44:35 +0000 2012
115937	4dc2e01ffa7608e86fe4269f	American Restaurant	Tue May 08 13:20:33 +0000 2012
70453	4dc2e01ffa7608e86fe4269f	American Restaurant	Tue May 08 17:30:23 +0000 2012
99095	4dc2e01ffa7608e86fe4269f	American Restaurant	Fri May 11 17:43:34 +0000 2012
154911	4dc2e01ffa7608e86fe4269f	American Restaurant	Mon May 21 13:15:04 +0000 2012
1858	4dc2e01ffa7608e86fe4269f	American Restaurant	Fri May 25 10:12:30 +0000 2012
19166	4dc2e01ffa7608e86fe4269f	American Restaurant	Mon May 28 13:31:05 +0000 2012
94661	4dc2e01ffa7608e86fe4269f	American Restaurant	Thu Jun 07 19:27:15 +0000 2012
48419	4dc2e01ffa7608e86fe4269f	American Restaurant	Wed Jun 13 11:18:37 +0000 2012
67170	4dc2e01ffa7608e86fe4269f	American Restaurant	Wed Jun 13 11:20:15 +0000 2012
67989	4dc2e01ffa7608e86fe4269f	American Restaurant	Wed Jun 13 13:49:29 +0000 2012
147284	4dc2e01ffa7608e86fe4269f	American Restaurant	Sun Jun 17 12:21:55 +0000 2012
22358	4dc2e01ffa7608e86fe4269f	American Restaurant	Wed Jun 20 19:53:30 +0000 2012
207415	4dc2e01ffa7608e86fe4269f	American Restaurant	Thu Jul 05 10:46:11 +0000 2012
38332	4dc2e01ffa7608e86fe4269f	American Restaurant	Thu Jul 05 17:00:00 +0000 2012
164811	4dc2e01ffa7608e86fe4269f	American Restaurant	Sat Jul 07 12:28:04 +0000 2012
233943	4dc2e01ffa7608e86fe4269f	American Restaurant	Sun Jul 08 18:20:00 +0000 2012
95863	4dc2e01ffa7608e86fe4269f	American Restaurant	Mon Jul 09 21:17:54 +0000 2012
240711	4dc2e01ffa7608e86fe4269f	American Restaurant	Sat Jul 14 12:33:59 +0000 2012
172205	4dc2e01ffa7608e86fe4269f	American Restaurant	Mon Jul 16 10:13:38 +0000 2012
172711	4dc2e01ffa7608e86fe4269f	American Restaurant	Tue Jul 24 20:49:15 +0000 2012
12711	4dc2e01ffa7608e86fe4269f	American Restaurant	Sat Jul 28 11:56:33 +0000 2012
118574	4dc2e01ffa7608e86fe4269f	American Restaurant	Sat Jul 28 19:32:19 +0000 2012
122655	4dc2e01ffa7608e86fe4269f	American Restaurant	Fri Aug 10 11:33:35 +0000 2012
81011	4dc2e01ffa7608e86fe4269f	American Restaurant	Sun Aug 12 10:14:29 +0000 2012
8101	4dc2e01ffa7608e86fe4269f	American Restaurant	Sun Aug 19 13:36:04 +0000 2012
101067	4dc2e01ffa7608e86fe4269f	American Restaurant	Mon Aug 20 10:28:47 +0000 2012
160493	4dc2e01ffa7608e86fe4269f	American Restaurant	Sat Aug 18 23:08:36 +0000 2012
63583	4dc2e01ffa7608e86fe4269f	American Restaurant	Sun Sep 09 14:28:39 +0000 2012
112577	4dc2e01ffa7608e86fe4269f	American Restaurant	Sat Sep 15 14:25:40 +0000 2012
22158	4dc2e01ffa7608e86fe4269f	American Restaurant	Mon Oct 08 09:41:57 +0000 2012
253316	4dc2e01ffa7608e86fe4269f	American Restaurant	Fri Oct 26 17:46:56 +0000 2012
235621	4dc2e01ffa7608e86fe4269f	American Restaurant	Mon Oct 29 13:27:34 +0000 2012
125471	4dc2e01ffa7608e86fe4269f	American Restaurant	Wed Oct 31 21:44:02 +0000 2012
15926	4dc2e01ffa7608e86fe4269f	American Restaurant	Wed Nov 21 19:47:37 +0000 2012
52233	4dc2e01ffa7608e86fe4269f	American Restaurant	Tue Nov 27 15:40:38 +0000 2012
31581	4dc2e01ffa7608e86fe4269f	American Restaurant	Mon Dec 17 16:36:18 +0000 2012
210553	4dc2e01ffa7608e86fe4269f	American Restaurant	Fri Dec 21 12:30:12 +0000 2012
1531	4dc2e01ffa7608e86fe4269f	American Restaurant	Tue Jan 01 14:40:19 +0000 2013
13341	4dc2e01ffa7608e86fe4269f	American Restaurant	Fri Jan 25 22:28:39 +0000 2013
54997	4dc2e01ffa7608e86fe4269f	American Restaurant	Sun Jan 27 16:05:51 +0000 2013
262076	4dc2e01ffa7608e86fe4269f	American Restaurant	Tue Feb 12 23:38:44 +0000 2013
147563	4dc2e01ffa7608e86fe4269f	American Restaurant	Sun Feb 24 20:26:56 +0000 2013
85500	4dc2e01ffa7608e86fe4269f	American Restaurant	Tue Mar 05 20:31:48 +0000 2013
195525	4dc2e01ffa7608e86fe4269f	American Restaurant	Sat Mar 16 11:50:27 +0000 2013
24891	4dc2e01ffa7608e86fe4269f	American Restaurant	Sat Mar 16 18:22:02 +0000 2013
229569	4dc2e01ffa7608e86fe4269f	American Restaurant	Sun Mar 17 12:08:07 +0000 2013
134108	4dc2e01ffa7608e86fe4269f	American Restaurant	Wed Mar 20 21:12:35 +0000 2013
166409	4dc2e01ffa7608e86fe4269f	American Restaurant	Sun Mar 24 12:28:29 +0000 2013
29228	4dc2e01ffa7608e86fe4269f	American Restaurant	Tue Mar 26 13:57:42 +0000 2013
265335	4dc2e01ffa7608e86fe4269f	American Restaurant	Thu Mar 28 10:32:25 +0000 2013
67615	4dc2e01ffa7608e86fe4269f	American Restaurant	Thu Mar 28 21:25:11 +0000 2013
93081	4dc2e01ffa7608e86fe4269f	American Restaurant	Wed Apr 10 22:56:58 +0000 2013
12779	4dc2e01ffa7608e86fe4269f	American Restaurant	Tue Apr 23 16:02:10 +0000 2013
171330	4dc2e01ffa7608e86fe4269f	American Restaurant	Fri Apr 26 10:25:40 +0000 2013
45837	4dc2e01ffa7608e86fe4269f	American Restaurant	Sat May 04 15:53:15 +0000 2013
7080	4dc2e01ffa7608e86fe4269f	American Restaurant	Sat May 25 23:18:59 +0000 2013
41366	4dc2e01ffa7608e86fe4269f	American Restaurant	Fri Jul 05 13:05:58 +0000 2013
52743	4dc2e01ffa7608e86fe4269f	American Restaurant	Tue Jul 16 11:49:58 +0000 2013
190214	4dc2e01ffa7608e86fe4269f	American Restaurant	Tue Aug 27 19:05:04 +0000 2013
19352	4dc2e01ffa7608e86fe4269f	American Restaurant	Thu Sep 05 08:59:42 +0000 2013
227285	4dc2e01ffa7608e86fe4269f	American Restaurant	Sat Sep 07 21:57:01 +0000 2013
72712	4f5b572ee4b086681af3c7b0	Mediterranean Restaurant	Tue Apr 03 21:32:32 +0000 2012
3836	4c8295c751ada1cdfdf91d10	Pub	Tue Apr 03 22:25:17 +0000 2012
244558	4c8295c751ada1cdfdf91d10	Pub	Sat Apr 07 18:35:07 +0000 2012
176805	4c8295c751ada1cdfdf91d10	Pub	Sun Jan 27 20:33:23 +0000 2013
216557	4c8295c751ada1cdfdf91d10	Pub	Sat Mar 23 22:43:28 +0000 2013
24891	4c8295c751ada1cdfdf91d10	Pub	Sat May 18 21:55:58 +0000 2013
76392	4f1519e6e4b07e9ece101a95	Building	Wed Apr 04 05:48:08 +0000 2012
172199	4ea9a87ccc217eb08e02b4fc	Office	Wed Apr 04 05:51:46 +0000 2012
130738	4d22d8f330ca5941420ce15b	Office	Wed Apr 04 06:00:54 +0000 2012
203854	4f54d1a94fc61824c0039f4a	Caf	Wed Apr 04 06:24:36 +0000 2012
172205	4b1c1b10f964a520390224e3	Movie Theater	Wed Apr 04 06:26:10 +0000 2012
193653	4b1c1b10f964a520390224e3	Movie Theater	Sat Apr 14 20:36:19 +0000 2012
129871	4b1c1b10f964a520390224e3	Movie Theater	Thu Apr 26 13:54:00 +0000 2012
19166	4b1c1b10f964a520390224e3	Movie Theater	Tue May 29 15:21:40 +0000 2012
131064	4b1c1b10f964a520390224e3	Movie Theater	Wed Jun 13 18:12:46 +0000 2012
114817	4b1c1b10f964a520390224e3	Movie Theater	Wed Nov 07 16:26:55 +0000 2012
196255	4b1c1b10f964a520390224e3	Movie Theater	Tue Jan 15 19:29:59 +0000 2013
221383	4b1c1b10f964a520390224e3	Movie Theater	Tue Apr 02 18:46:31 +0000 2013
188363	4bfea17adaf9c9b616fbf8ef	Train Station	Wed Apr 04 06:28:40 +0000 2012
117598	4bfea17adaf9c9b616fbf8ef	Train Station	Wed May 09 07:09:39 +0000 2012
32304	4bfea17adaf9c9b616fbf8ef	Train Station	Mon Jun 04 14:12:00 +0000 2012
263020	4bfea17adaf9c9b616fbf8ef	Train Station	Mon Jun 18 15:08:09 +0000 2012
205284	4bfea17adaf9c9b616fbf8ef	Train Station	Tue Jul 17 05:08:04 +0000 2012
222512	4bfea17adaf9c9b616fbf8ef	Train Station	Fri Oct 19 16:05:59 +0000 2012
244558	4f6f2a65c2ee6a2b5c8bb23d	Travel Agency	Wed Apr 04 06:40:02 +0000 2012
159481	4f6f2a65c2ee6a2b5c8bb23d	Travel Agency	Thu Mar 21 14:11:47 +0000 2013
172205	4cecc4187b94370425d72253	Office	Wed Apr 04 06:43:05 +0000 2012
183592	4f3cbd4fe4b02e311138b5cf	Event Space	Wed Apr 04 06:43:14 +0000 2012
160059	4f3cbd4fe4b02e311138b5cf	Event Space	Thu Apr 05 10:14:09 +0000 2012
112177	4f3cbd4fe4b02e311138b5cf	Event Space	Mon Apr 16 15:24:52 +0000 2012
13890	4f3cbd4fe4b02e311138b5cf	Event Space	Wed May 02 07:59:56 +0000 2012
231125	4f3cbd4fe4b02e311138b5cf	Event Space	Thu Jan 17 11:17:08 +0000 2013
112177	4d394842979ea14399ce83fc	Tech Startup	Wed Apr 04 06:51:29 +0000 2012
91408	4d394842979ea14399ce83fc	Tech Startup	Tue Apr 24 07:00:02 +0000 2012
94661	4ddd091552b177ff2e79d978	Office	Wed Apr 04 06:55:59 +0000 2012
62448	4b1e54c2f964a520d51824e3	Train Station	Wed Apr 04 07:10:49 +0000 2012
85759	4b1e54c2f964a520d51824e3	Train Station	Wed Apr 04 11:30:27 +0000 2012
13890	4b1e54c2f964a520d51824e3	Train Station	Wed Apr 04 17:40:13 +0000 2012
172205	4b1e54c2f964a520d51824e3	Train Station	Sat Apr 07 16:00:37 +0000 2012
161944	4b1e54c2f964a520d51824e3	Train Station	Sun Apr 08 03:49:05 +0000 2012
154186	4b1e54c2f964a520d51824e3	Train Station	Sun Apr 08 09:37:03 +0000 2012
97858	4b1e54c2f964a520d51824e3	Train Station	Sun Apr 08 10:08:03 +0000 2012
72712	4b1e54c2f964a520d51824e3	Train Station	Sun Apr 08 10:34:48 +0000 2012
145215	4b1e54c2f964a520d51824e3	Train Station	Sun Apr 08 16:41:30 +0000 2012
62932	4b1e54c2f964a520d51824e3	Train Station	Sun Apr 08 16:46:15 +0000 2012
88351	4b1e54c2f964a520d51824e3	Train Station	Mon Apr 09 15:21:00 +0000 2012
218260	4b1e54c2f964a520d51824e3	Train Station	Mon Apr 09 17:21:04 +0000 2012
16857	4b1e54c2f964a520d51824e3	Train Station	Mon Apr 09 21:34:37 +0000 2012
94661	4b1e54c2f964a520d51824e3	Train Station	Tue Apr 10 06:20:36 +0000 2012
184133	4b1e54c2f964a520d51824e3	Train Station	Tue Apr 10 06:52:32 +0000 2012
195783	4b1e54c2f964a520d51824e3	Train Station	Tue Apr 10 09:46:06 +0000 2012
80902	4b1e54c2f964a520d51824e3	Train Station	Tue Apr 10 15:07:04 +0000 2012
165985	4b1e54c2f964a520d51824e3	Train Station	Wed Apr 11 07:29:09 +0000 2012
45348	4b1e54c2f964a520d51824e3	Train Station	Wed Apr 11 08:18:24 +0000 2012
86498	4b1e54c2f964a520d51824e3	Train Station	Wed Apr 11 09:35:29 +0000 2012
94669	4b1e54c2f964a520d51824e3	Train Station	Wed Apr 11 18:24:49 +0000 2012
148608	4b1e54c2f964a520d51824e3	Train Station	Wed Apr 11 19:36:40 +0000 2012
55960	4b1e54c2f964a520d51824e3	Train Station	Thu Apr 12 09:49:45 +0000 2012
99977	4b1e54c2f964a520d51824e3	Train Station	Thu Apr 12 13:54:43 +0000 2012
245010	4b1e54c2f964a520d51824e3	Train Station	Fri Apr 13 07:43:42 +0000 2012
183942	4b1e54c2f964a520d51824e3	Train Station	Sat Apr 14 04:48:04 +0000 2012
80917	4b1e54c2f964a520d51824e3	Train Station	Sat Apr 14 11:25:21 +0000 2012
39144	4b1e54c2f964a520d51824e3	Train Station	Sat Apr 14 15:10:54 +0000 2012
129871	4b1e54c2f964a520d51824e3	Train Station	Sat Apr 14 18:24:34 +0000 2012
219146	4b1e54c2f964a520d51824e3	Train Station	Sun Apr 15 11:10:36 +0000 2012
51162	4b1e54c2f964a520d51824e3	Train Station	Sun Apr 15 17:40:36 +0000 2012
54017	4b1e54c2f964a520d51824e3	Train Station	Thu Apr 19 09:08:43 +0000 2012
1531	4b1e54c2f964a520d51824e3	Train Station	Thu Apr 19 11:11:46 +0000 2012
195766	4b1e54c2f964a520d51824e3	Train Station	Fri Apr 20 16:55:33 +0000 2012
222326	4b1e54c2f964a520d51824e3	Train Station	Sat Apr 21 08:36:10 +0000 2012
132306	4b1e54c2f964a520d51824e3	Train Station	Sat Apr 21 12:08:17 +0000 2012
36594	4b1e54c2f964a520d51824e3	Train Station	Sat Apr 21 17:34:14 +0000 2012
190909	4b1e54c2f964a520d51824e3	Train Station	Sat Apr 21 17:56:02 +0000 2012
160059	4b1e54c2f964a520d51824e3	Train Station	Sun Apr 22 13:27:56 +0000 2012
41323	4b1e54c2f964a520d51824e3	Train Station	Mon Apr 23 06:05:58 +0000 2012
43625	4b1e54c2f964a520d51824e3	Train Station	Wed Apr 25 14:00:06 +0000 2012
70453	4b1e54c2f964a520d51824e3	Train Station	Fri Apr 27 11:01:42 +0000 2012
67859	4b1e54c2f964a520d51824e3	Train Station	Fri Apr 27 11:05:31 +0000 2012
58065	4b1e54c2f964a520d51824e3	Train Station	Fri Apr 27 14:17:32 +0000 2012
244970	4b1e54c2f964a520d51824e3	Train Station	Fri Apr 27 17:54:43 +0000 2012
196195	4b1e54c2f964a520d51824e3	Train Station	Sat Apr 28 17:07:51 +0000 2012
206943	4b1e54c2f964a520d51824e3	Train Station	Sat Apr 28 18:10:59 +0000 2012
126627	4b1e54c2f964a520d51824e3	Train Station	Sun Apr 29 06:41:14 +0000 2012
190628	4b1e54c2f964a520d51824e3	Train Station	Sun Apr 29 16:31:06 +0000 2012
116963	4b1e54c2f964a520d51824e3	Train Station	Thu May 03 15:14:17 +0000 2012
11875	4b1e54c2f964a520d51824e3	Train Station	Fri May 04 08:50:31 +0000 2012
13413	4b1e54c2f964a520d51824e3	Train Station	Sat May 05 05:49:21 +0000 2012
122424	4b1e54c2f964a520d51824e3	Train Station	Sat May 05 07:56:34 +0000 2012
241021	4b1e54c2f964a520d51824e3	Train Station	Sat May 05 08:12:26 +0000 2012
33724	4b1e54c2f964a520d51824e3	Train Station	Mon May 07 10:05:40 +0000 2012
139234	4b1e54c2f964a520d51824e3	Train Station	Wed May 09 06:38:52 +0000 2012
191773	4b1e54c2f964a520d51824e3	Train Station	Fri May 11 04:50:21 +0000 2012
24483	4b1e54c2f964a520d51824e3	Train Station	Fri May 11 07:58:58 +0000 2012
40805	4b1e54c2f964a520d51824e3	Train Station	Fri May 11 13:13:49 +0000 2012
109687	4b1e54c2f964a520d51824e3	Train Station	Fri May 11 15:48:32 +0000 2012
222512	4b1e54c2f964a520d51824e3	Train Station	Fri May 11 18:27:36 +0000 2012
171962	4b1e54c2f964a520d51824e3	Train Station	Fri May 11 19:15:22 +0000 2012
228771	4b1e54c2f964a520d51824e3	Train Station	Sat May 12 05:49:34 +0000 2012
13691	4b1e54c2f964a520d51824e3	Train Station	Sun May 13 09:14:15 +0000 2012
219405	4b1e54c2f964a520d51824e3	Train Station	Sun May 13 14:29:56 +0000 2012
24890	4b1e54c2f964a520d51824e3	Train Station	Sun May 13 19:04:33 +0000 2012
75710	4b1e54c2f964a520d51824e3	Train Station	Mon May 14 13:10:01 +0000 2012
17670	4b1e54c2f964a520d51824e3	Train Station	Mon May 14 21:30:22 +0000 2012
72259	4b1e54c2f964a520d51824e3	Train Station	Wed May 16 10:50:15 +0000 2012
176735	4b1e54c2f964a520d51824e3	Train Station	Wed May 16 15:53:20 +0000 2012
53634	4b1e54c2f964a520d51824e3	Train Station	Wed May 16 21:04:45 +0000 2012
34768	4b1e54c2f964a520d51824e3	Train Station	Sat May 19 06:42:13 +0000 2012
12410	4b1e54c2f964a520d51824e3	Train Station	Sat May 19 06:43:21 +0000 2012
47694	4b1e54c2f964a520d51824e3	Train Station	Sat May 19 08:59:51 +0000 2012
112177	4b1e54c2f964a520d51824e3	Train Station	Tue May 22 04:48:18 +0000 2012
154911	4b1e54c2f964a520d51824e3	Train Station	Tue May 22 13:53:32 +0000 2012
190978	4b1e54c2f964a520d51824e3	Train Station	Wed May 23 17:14:05 +0000 2012
