user_id	item_id	rating	utc
A1LFRJ3CSQFCI6	B0000001P4	5	1178064000
A1TU1CK2R53CEF	B0000001P4	5	1364860800
A3LZGLA88K0LA0	B0000001P4	5	1330387200
A31U2QT7SAL7K	B0000001P4	5	1041379200
A3HU0B9XUEVHIM	B0000001PS	5	1104537600
A1YC9XEDFKXPLK	B0000001UY	5	967852800
A3LZGLA88K0LA0	B0000001UY	5	1326844800
A9Q28YTLYREO7	B0000001UY	5	947289600
A17ZLPBIOB6GB8	B0000001VZ	5	1076889600
A16CZRQL23NOIW	B0000001XH	5	1091404800
A1346E5MFVIG33	B0000001XH	5	1197936000
A3CN9CCJUNIPKT	B00000023Z	5	1035849600
A3CN9CCJUNIPKT	B00000024B	3	1042675200
A1GIIPXONCEEHP	B00000024N	4	1180656000
A1GIIPXONCEEHP	B00000024P	5	1180656000
A2U49LUUY4IKQQ	B000000257	5	1027814400
A1BSSQQAFN0RIY	B00000026I	5	1300406400
A2U49LUUY4IKQQ	B0000002HZ	5	1081468800
A2U49LUUY4IKQQ	B0000002J9	5	1072051200
A2BO41VARYGTAC	B0000002JR	4	975196800
A2U49LUUY4IKQQ	B0000002JR	5	1071360000
A2BO41VARYGTAC	B0000002KB	5	976406400
A1S5B32WYMEE44	B0000002KB	4	1052697600
A2U49LUUY4IKQQ	B0000002KB	5	1057968000
A1906RZITWT2K2	B0000002ME	3	992131200
A3RC3AK8UN89I9	B0000002ME	5	998784000
A2BO41VARYGTAC	B0000002ME	5	981849600
A1FML9FCUPV6TI	B0000002ME	5	1029196800
A1EX5SK2PD0XLC	B0000002ME	2	1288483200
A2U49LUUY4IKQQ	B0000002ME	5	1046304000
A1RJD10TTI568L	B0000002ME	5	962064000
A1GIIPXONCEEHP	B0000002ME	5	1100044800
A4UKBG3M5U5TI	B0000002ME	5	1099008000
A2BO41VARYGTAC	B0000002O5	5	980899200
A2A7NHE5HTK79N	B0000002O5	5	1006387200
A1XP7P3X9MRE5H	B0000002O5	5	1190332800
A5A2QE6NECFR5	B0000002O5	3	1357862400
A1LFJA7HED1S5T	B00000030W	5	1133740800
A2JJSCIGPZDWHI	B000000338	5	1133222400
A3464G00K8ZYD1	B0000003JN	5	1183420800
A3U3PA6J2XOVFK	B0000003JV	5	1373155200
ARDKWR8F9UW3	B0000003KJ	5	964656000
A2DJYERRIH5C8T	B0000003S0	3	1380931200
A5A2QE6NECFR5	B0000003T4	5	1018656000
A23I4TZSZYSY1Q	B0000004C7	5	1183593600
A9Q28YTLYREO7	B0000004C7	5	958089600
A25NMMI7AH30W2	B0000004NF	4	1122508800
A3VBVES8IYR5ZJ	B0000004TW	5	1302134400
A3AULUO1X4XON7	B0000004TW	4	1118188800
A1MND3QHN446KD	B0000004TW	4	1372982400
A256JOUD8X0J7R	B0000004TW	5	1307923200
A11L90R7RWJA8H	B0000004TW	5	1238112000
ACVFTS9X2MKJ8	B0000004TW	5	1285718400
A2DVFHG099GUGE	B0000004TW	3	964396800
A2EW0I9JZ1C45U	B0000004TW	5	1378425600
AZ39SOZT3NZQU	B0000004TW	5	1142294400
AX94XE2KY5WK4	B0000004UM	5	1116806400
A2EOXFV4UDXIYR	B0000004UM	4	1378598400
A27RIWPJMP3XYD	B0000004UM	5	1152576000
APEOO1ATR5VHB	B0000004UM	5	1180915200
ADCFUY7WTZA6A	B0000004UM	5	1123113600
A2AKFJOWF71WGV	B0000004UM	5	1099094400
A3H2IG3R802CJY	B0000004UM	5	1038528000
A9Q28YTLYREO7	B0000004UM	5	953337600
A1TJEQR04YNNIH	B0000004UM	5	966988800
AHMAQXXYIR6DK	B0000004UM	5	1088553600
A1P6NTDL1BKLDV	B0000004UM	5	1158796800
A1UQQ995IUT7VT	B0000004UM	5	1081987200
A2EOXFV4UDXIYR	B0000004UO	3	1379894400
AWNVGGJEL9NZP	B0000004UO	5	1208390400
AVHCWL9AHLEL9	B0000004UO	5	964396800
A3W0POMI33YQXQ	B0000004UO	5	1026777600
A3C6ZCBUNXUT7V	B0000004UO	4	1202688000
A2MGMBB5F9NED	B0000004UO	5	1095897600
A3LA5EHF2WWNFK	B0000004UO	5	1121558400
A25NMMI7AH30W2	B0000004UU	5	1180396800
A3G10NPD661EQD	B0000004UU	5	1136592000
AWNVGGJEL9NZP	B0000004UU	5	1208390400
A3C6ZCBUNXUT7V	B0000004UU	4	1179187200
A2MGMBB5F9NED	B0000004UU	5	1095897600
A3LA5EHF2WWNFK	B0000004UU	5	997401600
AB2AQMK9PCWWX	B0000004UU	5	949276800
A3HU0B9XUEVHIM	B0000004VK	5	1347235200
A1IKOYZVFHO1XP	B0000004VK	5	1109116800
A1J5KCZC8CMW9I	B0000004VK	4	1147046400
A299AG3O394X32	B0000004VK	5	1339372800
AORCXT2CLTQFR	B0000004VK	4	1385251200
A1GN8UJIZLCA59	B0000004VK	4	1336003200
A1NQOJEXEAX0PS	B0000004VK	1	1356825600
A1IKOYZVFHO1XP	B0000004VN	5	1109116800
A1GN8UJIZLCA59	B0000004VN	2	1336003200
A2LNEZD3YBO12O	B0000004VN	5	1099699200
A1PQNXFH9Q2KUJ	B0000004VW	5	1337472000
A1IKOYZVFHO1XP	B0000004VW	5	1109116800
A3RNC9BGR4J1ZF	B0000004VW	5	1076630400
A2P49WD75WHAG5	B0000004VW	4	1107216000
ACIBQ6BQ6AWEV	B0000004VW	4	1107561600
A16CZRQL23NOIW	B0000004VW	5	1218585600
A3SV72ZAHH2IDH	B0000004VW	5	1209859200
AKNSC7IXWEYLA	B0000004VW	1	1195430400
A3R75H3IPPC2UX	B0000004VW	5	1358380800
A9Q28YTLYREO7	B0000004VW	2	949017600
A1RJD10TTI568L	B0000004VW	4	1067212800
A1USDS1D8MZJUA	B0000004VW	4	1369008000
A1WWDFQ8HSKT0	B0000004VW	5	1019520000
ASDPTCEGEINUZ	B0000004VW	5	1358208000
AYPCUQS6ARWFH	B0000004X1	5	1172880000
A9Q28YTLYREO7	B0000004X1	5	958176000
A175TPTHMNS7S4	B0000004X1	5	1169424000
A1LQIGGUB7R6JS	B0000004X1	2	975888000
A23IOPI0D1OG7V	B0000004X1	5	1012176000
A1DIFL0333QPEB	B0000004X3	2	979344000
AGEIT17HENDIS	B0000004XH	5	1229644800
A3PGGPL7FM9F81	B0000004XH	4	1078704000
A7YJTD4YOV9GN	B0000004XH	5	1183766400
A2ETZ7GF5B1712	B0000004YB	4	1194480000
AVHCWL9AHLEL9	B0000004YB	5	962150400
A3C6ZCBUNXUT7V	B0000004YB	4	1131753600
A25NMMI7AH30W2	B0000004YH	4	1136332800
A2ETZ7GF5B1712	B0000004YH	5	1214352000
A32EDSKLEUZ3Y7	B0000004YH	4	1094515200
A23F0RW1RUBBDF	B0000004YH	5	1122854400
APEOO1ATR5VHB	B0000004YH	5	1180915200
ADCFUY7WTZA6A	B0000004YH	5	1155168000
A8SCX6VUTE05H	B0000004YH	5	1177286400
A1LQIGGUB7R6JS	B0000004YH	1	1028073600
A25NMMI7AH30W2	B0000004YX	5	1253750400
A2ETZ7GF5B1712	B0000004ZO	4	1375401600
A3W0POMI33YQXQ	B0000004ZO	5	1058572800
A3C6ZCBUNXUT7V	B0000004ZO	4	1117497600
A330K1NZBFVCO2	B0000004ZO	5	1128816000
A14W1VNMMYLWND	B0000004ZO	5	1232323200
A3C6ZCBUNXUT7V	B000000504	4	1099353600
ADCFUY7WTZA6A	B000000504	5	1130025600
A3H2IG3R802CJY	B000000504	5	1021680000
A8KW38D8PQ2AV	B000000504	5	1096848000
AX94XE2KY5WK4	B000000509	5	1217203200
A2EOXFV4UDXIYR	B000000509	3	1378598400
A2ETZ7GF5B1712	B000000509	4	1222560000
AFTN9ZLB22PSZ	B000000509	5	1176940800
A23F0RW1RUBBDF	B000000509	5	1122940800
A1POGYGC5C99W5	B000000509	3	1108857600
APEOO1ATR5VHB	B000000509	5	1180915200
A24D4ND2K1TEOA	B000000509	3	1130371200
ADCFUY7WTZA6A	B000000509	5	1123027200
A2AKFJOWF71WGV	B000000509	5	1095033600
A175TPTHMNS7S4	B000000509	5	1157932800
A2MGMBB5F9NED	B000000509	5	1096761600
A3KENOAUKTWZJL	B000000509	5	1376092800
A1RUS4H3HSL5IB	B000000509	5	1180742400
A1UQQ995IUT7VT	B000000509	4	1081987200
A2QQ5O2TFZPTIH	B000000509	5	1144108800
A2ETZ7GF5B1712	B00000050H	4	1211846400
AFTN9ZLB22PSZ	B00000050H	4	1202169600
A9Q28YTLYREO7	B00000050J	2	950227200
AVV5JGLBZERCM	B00000050N	5	1355529600
A2ETZ7GF5B1712	B00000050N	4	1186790400
A3W0POMI33YQXQ	B00000050N	5	1067990400
A3C6ZCBUNXUT7V	B00000050N	5	1117843200
A330K1NZBFVCO2	B00000050N	5	1124582400
APZSWNPMVSZ84	B00000050N	5	1001808000
A14W1VNMMYLWND	B00000050N	5	1142899200
A2ETZ7GF5B1712	B00000050R	5	1166400000
AFTN9ZLB22PSZ	B00000050R	4	1213488000
A3C6ZCBUNXUT7V	B00000050R	5	1132099200
ADCFUY7WTZA6A	B00000050R	5	1159574400
A1SPYMGDEWKK6I	B00000050R	5	1109980800
A2WRWK0ARXOFSZ	B00000050R	5	1203379200
A3H2IG3R802CJY	B00000050R	5	1037491200
A1B8P3343KRXI9	B00000050R	5	1051833600
A14W1VNMMYLWND	B00000050R	5	1179187200
A3HU0B9XUEVHIM	B00000050T	5	1267228800
A3RNC9BGR4J1ZF	B00000050T	5	1086480000
A1R6DCPZV6NA13	B00000050T	5	1110153600
A25NMMI7AH30W2	B00000050T	5	1124496000
A461VTLW9G9YB	B00000050T	5	1073260800
A3PCTD8QM1BIXI	B00000050T	5	1165622400
A19RTWM1F4ZU89	B00000050T	3	1011830400
A1HFVQZIDK7UUD	B00000050T	5	1067817600
A28FNKCGFS03VL	B00000050T	4	1193702400
A12CBUR8QGQ5UP	B00000050T	4	1217376000
A2K150EBPF8LT7	B00000050T	5	1025308800
A3C6CZC2JP67VK	B00000050T	5	1133222400
A1W72T6SHROEKK	B00000050T	5	1359417600
A3SV72ZAHH2IDH	B00000050T	5	1142208000
A2GC1JN5F0ZVH8	B00000050T	5	1042070400
AJK5WHV1GW941	B00000050T	3	1128297600
A9Q28YTLYREO7	B00000050T	5	944352000
A8SCX6VUTE05H	B00000050T	4	1234310400
A26XCS3QLDJJWN	B00000050T	3	979689600
A2LNEZD3YBO12O	B00000050T	3	1096761600
A1P6NTDL1BKLDV	B00000050T	5	1167350400
AB2AQMK9PCWWX	B00000050T	5	948412800
A3HU0B9XUEVHIM	B000000518	4	1342742400
A2MW2RAYI76SSK	B000000518	3	1350086400
A1HFVQZIDK7UUD	B000000518	3	1046131200
A3W0POMI33YQXQ	B000000518	5	993513600
A35JR4D6FLXYRQ	B000000518	3	1199577600
A1J5KCZC8CMW9I	B000000518	4	1077494400
A299AG3O394X32	B000000518	4	1332201600
A2OYT6UXIH4WSS	B000000518	5	1305849600
A1IANEBSMVGHS9	B000000518	5	998870400
A3R75H3IPPC2UX	B000000518	5	1359331200
A9Q28YTLYREO7	B000000518	2	949536000
A170QM825KM60W	B000000518	4	1271030400
A149OQJD0ASI07	B000000518	5	1142208000
A3KENOAUKTWZJL	B000000518	5	1374451200
A4UKBG3M5U5TI	B000000518	4	1019001600
A23IOPI0D1OG7V	B000000518	4	1028160000
A14W1VNMMYLWND	B00000051G	5	1138838400
A1AHJBNUYFRRAT	B00000051I	5	1323302400
A25NMMI7AH30W2	B00000051K	4	1114387200
A3LA5EHF2WWNFK	B00000051K	5	912729600
A3OLZXHFGUAMWW	B00000051K	5	1044576000
A3PCTD8QM1BIXI	B00000051V	5	1165881600
A9Q28YTLYREO7	B00000051V	2	954633600
AX94XE2KY5WK4	B00000052I	5	1184112000
A25NMMI7AH30W2	B00000052I	5	1169683200
A2ETZ7GF5B1712	B00000052I	4	1222905600
AW53QFIBH472H	B00000052I	2	974073600
A1NX6JFDR8RDOC	B00000052I	5	999820800
A105S56ODHGJEK	B00000052I	5	990921600
A3LA5EHF2WWNFK	B00000052I	5	960422400
A1CLEJTQYIBJMF	B00000052I	5	1073779200
A14W1VNMMYLWND	B00000052I	5	1138838400
A3KENOAUKTWZJL	B00000052I	5	1375488000
A9C375HSNCY9	B00000052I	4	1145491200
AB2AQMK9PCWWX	B00000052I	5	950054400
A330K1NZBFVCO2	B00000052P	5	1139356800
A3LA5EHF2WWNFK	B00000052P	5	945302400
A25NMMI7AH30W2	B00000052Y	4	1113177600
A2ETZ7GF5B1712	B00000052Y	4	1202860800
A1POGYGC5C99W5	B00000052Y	4	1108857600
APEOO1ATR5VHB	B00000052Y	4	1180915200
AJK5WHV1GW941	B00000052Y	4	1213747200
A1RUS4H3HSL5IB	B00000052Y	5	1180742400
A14W1VNMMYLWND	B000000534	5	1130371200
AFTN9ZLB22PSZ	B000000536	4	1205884800
ADCFUY7WTZA6A	B000000536	5	1159056000
A8SCX6VUTE05H	B000000536	5	1181779200
A14W1VNMMYLWND	B000000536	5	1114041600
A3HU0B9XUEVHIM	B00000053B	4	1269302400
A25NMMI7AH30W2	B00000053B	5	1132963200
A3PCTD8QM1BIXI	B00000053B	3	1165622400
A19RTWM1F4ZU89	B00000053B	5	1016668800
A35JR4D6FLXYRQ	B00000053B	5	1107475200
A3SV72ZAHH2IDH	B00000053B	5	1141776000
A24ZFFRQ4MG3XL	B00000053B	5	1139529600
A2GC1JN5F0ZVH8	B00000053B	5	1042070400
A9Q28YTLYREO7	B00000053B	5	1047427200
A8SCX6VUTE05H	B00000053B	5	1234310400
A26XCS3QLDJJWN	B00000053B	4	979689600
A1P6NTDL1BKLDV	B00000053B	5	1166918400
A3RI9UWBHQ6D51	B00000053B	4	967334400
A3W0POMI33YQXQ	B00000053G	5	1032134400
A2LFLKFE3B0PSA	B00000053G	5	1106092800
A8SCX6VUTE05H	B00000053G	5	1187654400
AQZE4MMQMDKPB	B00000053G	5	1112227200
A14W1VNMMYLWND	B00000053G	5	1188777600
A1KYXIBRJS2JE9	B00000053Q	5	1398038400
A25NMMI7AH30W2	B00000053Q	5	1132876800
A2ETZ7GF5B1712	B00000053Q	5	1196812800
AFTN9ZLB22PSZ	B00000053Q	4	1179792000
A3W0POMI33YQXQ	B00000053Q	5	1058572800
A3C6ZCBUNXUT7V	B00000053Q	5	1117756800
A330K1NZBFVCO2	B00000053Q	5	1123632000
A33JPAKU5HZTNW	B00000053Q	5	1161648000
APZSWNPMVSZ84	B00000053Q	5	1001808000
A14W1VNMMYLWND	B00000053Q	5	1124496000
AEJMORY9FL6PI	B00000053Q	4	971136000
AADJXNY9HSKJF	B00000053X	5	963360000
A1IKOYZVFHO1XP	B00000053X	5	1071532800
A33ZB5KUZUAKVK	B00000053X	4	945475200
A3FWLWQC0PEGHX	B00000053X	4	1378512000
A3Q1FVRV0CRYTH	B00000053X	4	1139875200
A3EJYJC25OJVKK	B00000053X	3	1011052800
A1JRHL29A1ABOT	B00000053X	5	1394236800
A2BO41VARYGTAC	B00000053X	3	978393600
A331OF34UX4Y1K	B00000053X	1	956534400
A9Q28YTLYREO7	B00000053X	1	956534400
ADIDQRLLR4KBQ	B00000053X	5	970531200
A14GK0E64J0WAS	B00000053X	4	1319155200
A2LNEZD3YBO12O	B00000053X	4	1097712000
A25JHXYK10F0A6	B00000053X	2	1131062400
AWME8X11GSDM	B00000053X	5	960163200
A1NI0VOVXZBM7Y	B000000541	5	1236988800
A2ENSVE94K8BW4	B000000541	3	956448000
A8SCX6VUTE05H	B000000541	5	1184803200
A1CLEJTQYIBJMF	B000000541	5	1063584000
A3C6ZCBUNXUT7V	B000000545	4	1128038400
A3LA5EHF2WWNFK	B000000545	5	906681600
A14W1VNMMYLWND	B000000545	5	1110240000
A25NMMI7AH30W2	B000000548	5	1129852800
A2ETZ7GF5B1712	B000000548	4	1207526400
A3C6ZCBUNXUT7V	B000000548	5	1245888000
AJMO5NI0FNMDQ	B000000548	5	1133049600
ADCFUY7WTZA6A	B000000548	5	1122336000
AP5HFRYI5VT0G	B000000548	5	1077667200
A8SCX6VUTE05H	B000000548	4	1189641600
AGZ28CC1MLUAD	B000000548	5	1130803200
A2ETZ7GF5B1712	B00000054A	4	1186704000
A3C6ZCBUNXUT7V	B00000054A	5	1099353600
A1NI0VOVXZBM7Y	B00000054A	5	1236988800
A3LA5EHF2WWNFK	B00000054A	4	912124800
A14W1VNMMYLWND	B00000054A	5	1186012800
A200C7YQJ45LRR	B00000054H	2	1030060800
A25NMMI7AH30W2	B00000054H	4	1111536000
A2ETZ7GF5B1712	B00000054H	3	1222819200
APEOO1ATR5VHB	B00000054H	4	1180915200
A18FY49BSITVTL	B00000054H	5	1017964800
AGZ28CC1MLUAD	B00000054H	4	1133136000
A1RUS4H3HSL5IB	B00000054H	2	1183248000
A3LA5EHF2WWNFK	B00000054J	5	987552000
A25NMMI7AH30W2	B000000559	4	1206144000
A3W0POMI33YQXQ	B000000559	4	993772800
A3C6ZCBUNXUT7V	B000000559	2	1123545600
A2ENSVE94K8BW4	B000000559	4	975110400
A8SCX6VUTE05H	B000000559	5	1182556800
A105S56ODHGJEK	B000000559	5	951955200
AWHMBKCAMA8KG	B00000055E	5	1074988800
A5DIAZ5GT3MC	B00000055E	3	1061424000
A2L3WEVFOCA7OY	B00000055E	5	1038614400
AMT9XL7XS5NQC	B00000055E	4	1130025600
A3C6ZCBUNXUT7V	B00000055E	4	1099612800
A2LFLKFE3B0PSA	B00000055E	4	1106092800
A1NI0VOVXZBM7Y	B00000055E	5	1251849600
A2AKFJOWF71WGV	B00000055E	4	1042329600
A1XAYYEZ00CPDV	B00000055E	5	1129766400
A2Z1J6OS4S715R	B00000055E	5	1065484800
A1QIESP50OW7RX	B00000055E	3	1002672000
A1H3NIOXOQC0LX	B00000055E	5	1121731200
A1PULJNO1T3YVX	B00000055E	3	1105833600
A9C375HSNCY9	B00000055E	5	1133827200
A2ETZ7GF5B1712	B000000572	3	1223424000
A14W1VNMMYLWND	B000000572	5	1170547200
A2JAKHFYI88ZX0	B0000005S0	5	1073606400
A2Y4MUU6R9NDUR	B0000005XM	1	1082160000
A2T7VRIIOAUD2U	B00000063H	4	1323388800
A2WETFLJM0D6R0	B00000063K	4	1101254400
A1LFJA7HED1S5T	B00000064E	5	1132531200
A1EKTLUL24HDG8	B00000064E	4	1009152000
A3VZVYWCTGIEV0	B00000064E	5	1259366400
A3O90G1D7I5EGG	B00000064E	3	969321600
A1XNPOQDLLJJU3	B00000064E	5	1114473600
A26NLSTT75FMJM	B00000064E	5	1195689600
A39WL61420S1T6	B00000064E	5	1115424000
A2UYAFQ40U2PHS	B00000064E	5	1188345600
A37ZKZP74PYAVY	B00000064E	5	1166054400
A1S7BFT0HDF3HA	B00000064E	5	1100822400
A18IZ5QX2PRB3C	B00000064E	5	1117670400
A1XP7P3X9MRE5H	B00000064E	5	1288828800
A34Y1FT0MTD7C9	B00000064E	4	1232668800
A1RJD10TTI568L	B00000064E	4	1037491200
A1GN8UJIZLCA59	B00000064E	5	1002240000
A3075RVSKC27HU	B00000064E	5	1004313600
A2E3IB2ZHJ7QXJ	B00000064E	5	1209772800
A22KYWYEL6GBES	B00000064E	5	1131408000
A1IMHDHOKF2J33	B00000064E	5	1031097600
A1LFJA7HED1S5T	B00000064F	2	1132012800
A2582KMXLK2P06	B00000064F	5	1266969600
A3VZVYWCTGIEV0	B00000064F	4	1260144000
AWG2O9C42XW5G	B00000064F	5	1364428800
A26NLSTT75FMJM	B00000064F	4	1195689600
A370T7ZOJJ76I2	B00000064F	5	1171584000
A39WL61420S1T6	B00000064F	5	1253404800
A8IFUOL8S9BZC	B00000064F	4	1237507200
A2CEIVPX763WBQ	B00000064F	5	1049587200
A3FVFJ8D95E9KY	B00000064F	4	1044489600
ASSCA9IS0GWF5	B00000064F	5	1242259200
A1S7BFT0HDF3HA	B00000064F	5	1087776000
A2ULSA0IRUE09E	B00000064F	5	1305072000
A18IZ5QX2PRB3C	B00000064F	3	1117670400
A1XP7P3X9MRE5H	B00000064F	5	1288051200
A34Y1FT0MTD7C9	B00000064F	3	1232755200
A1BM7TP9L9WDXR	B00000064F	5	1220227200
A1RJD10TTI568L	B00000064F	5	1037577600
A1GN8UJIZLCA59	B00000064F	5	1002240000
A3075RVSKC27HU	B00000064F	4	1004486400
A2E3IB2ZHJ7QXJ	B00000064F	5	1215820800
A1USDS1D8MZJUA	B00000064F	5	1371772800
A1IMHDHOKF2J33	B00000064F	4	1047600000
A3BFJFJRXMWXAX	B00000064G	5	1013644800
A1LFJA7HED1S5T	B00000064G	5	1131494400
A3VZVYWCTGIEV0	B00000064G	5	1261699200
A2EENLV6OQ3DYM	B00000064G	4	1032134400
A1OFTP2XE6JHLM	B00000064G	5	953769600
A26N27LJVQNVI1	B00000064G	5	1344902400
A2WFLPOH43G4V9	B00000064G	5	965692800
A2VKJOBZEZJ2A0	B00000064G	5	1052179200
A1XNPOQDLLJJU3	B00000064G	5	1077235200
A26NLSTT75FMJM	B00000064G	4	1195689600
A370T7ZOJJ76I2	B00000064G	5	1148256000
A2UYAFQ40U2PHS	B00000064G	5	1223942400
A37ZKZP74PYAVY	B00000064G	5	1159488000
A8IFUOL8S9BZC	B00000064G	4	1216252800
A3L9ITICJRQWT9	B00000064G	5	953856000
AO2AQRPPSTABB	B00000064G	5	1139356800
A3FVFJ8D95E9KY	B00000064G	5	1028678400
A1ZH9LWMX5UCFJ	B00000064G	5	1370649600
